address_or_intersection,asset_name,asset_status,asset_type,availability_confidence,availability_status,caveat,confidence_level,exact_impressions_confirmed,exact_price_confirmed,family_anchor_proximity,hgl_relevance_score,impressions_status,last_observed_date,media_format,ooh_asset_id,operator_if_known,preschool_school_proximity,pricing_status,recommended_use,retrieval_date,source_name,source_url,static_or_digital,transit_proximity,vendor_owner,verification_needed,zipcode,longitude,latitude
E 14 ST,MN0630,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0796,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.980576,40.73061
AV A,MN0634,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0797,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.984104,40.725093
MADISON ST,MN0640,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0798,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.989583,40.712594
AV C,MN0654,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0799,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.977058,40.726304
JACKSON ST,MN0658,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0800,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.980751,40.713353
10 AV,MN0666,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0801,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-74.005701,40.745389
5 AV,MN0697,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0802,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.991252,40.739446
5 AV,MN0698,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0803,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.989891,40.741317
5 AV,MN0703A,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0804,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.98537,40.747525
7 AV,MN0704,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0805,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.993654,40.747081
W 23 ST,MN0742,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0806,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.995246,40.743811
W 23 ST,MN0743,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0807,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.99886,40.745548
E 34 ST,MN0744,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0808,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.980932,40.746796
AV C,MN0758,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0809,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.974732,40.729927
AV C,MN0759,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0810,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.97562,40.728713
9 AV,MN9004,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0811,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.999331,40.749468
2 AV,MN9011,Network bookable,Bus shelters,Medium-High network presence; availability unconfirmed,Network bookable; unit-level availability unconfirmed,"Public location only; no availability, price, or impression guarantee.",Medium-High,False,False,,7.1,Vendor confirmation required,,Bus shelter street furniture panel,OOH-V4-0812,JCDecaux,,Quote/vendor confirmation required,Street-level parent/caregiver awareness; verify shelter face and format.,2026-06-11,NYC Open Data Bus Stop Shelters t4f2-8md7,https://data.cityofnewyork.us/Transportation/Bus-Stop-Shelters/t4f2-8md7,Static/digital status must be verified,,JCDecaux / NYC street furniture network,"Confirm unit status, dates, price, creative specs, and impressions with JCDecaux/vendor.",buffer/unknown,-73.970387,40.752536
