bbl,bin,address_or_label,zipcode,residential_use_type,residential_units,residential_capacity_units,estimated_household_capacity,under5_capacity_signal,under5_capacity_share,preschool_age_capacity_signal,capacity_model_confidence,data_tier,truthfulness_caveat
1009300001,1020599,422 2 AVENUE,10010,Mixed-use,384,384,384,26.481,0.069,26.481,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009060039,1019839,230 EAST 26 STREET,10010,Residential,22,22,22,1.517,0.069,1.517,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009070013,1019850,219 EAST 26 STREET,10010,Mixed-use,18,18,18,1.241,0.0689,1.241,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009310001,1078833,444 2 AVENUE,10010,Mixed-use,404,404,404,27.86,0.069,27.86,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009060034,1019835,244 EAST 26 STREET,10010,Residential,4,4,4,0.276,0.069,0.276,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009310014,1085013,319 EAST 25 STREET,10010,Residential,20,20,20,1.379,0.0689,1.379,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009050024,1019790,241 EAST 24 STREET,10010,Mixed-use,16,16,16,1.103,0.0689,1.103,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009300041,1081673,330 EAST 25 STREET,10010,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009060030,1019833,453 2 AVENUE,10010,Residential,1,1,1,0.069,0.069,0.069,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009290001,1084713,401 1 AVENUE,10010,Mixed-use,510,510,510,35.17,0.069,35.17,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009050026,1019791,421 2 AVENUE,10010,Mixed-use,162,162,162,11.172,0.069,11.172,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009060041,1019841,226 EAST 26 STREET,10010,Residential,22,22,22,1.517,0.069,1.517,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009070014,1019851,221 EAST 26 STREET,10010,Residential,11,11,11,0.759,0.069,0.759,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009050035,1087525,242 EAST 25 STREET,10010,Residential,54,54,54,3.724,0.069,3.724,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009040029,1078778,411 2 AVENUE,10010,Mixed-use,36,36,36,2.483,0.069,2.483,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009070012,1077023,217 EAST 26 STREET,10010,Mixed-use,8,8,8,0.552,0.069,0.552,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009310017,1090206,325 EAST 25 STREET,10010,Residential,56,56,56,3.862,0.069,3.862,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009300042,1020603,328 EAST 25 STREET,10010,Mixed-use,2,2,2,0.138,0.069,0.138,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009060015,1085005,227 EAST 25 STREET,10010,Residential,60,60,60,4.138,0.069,4.138,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009280040,1020580,320 EAST 23 STREET,10010,Mixed-use,210,210,210,14.482,0.069,14.482,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009050038,1019795,238 EAST 25 STREET,10010,Residential,30,30,30,2.069,0.069,2.069,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009300038,1020602,334 EAST 25 STREET,10010,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009300043,1020604,326 EAST 25 STREET,10010,Residential,19,19,19,1.31,0.0689,1.31,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009300012,1078830,319 EAST 24 STREET,10010,Residential,236,236,236,16.275,0.069,16.275,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009060036,1078782,240 EAST 26 STREET,10010,Mixed-use,8,8,8,0.552,0.069,0.552,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009300012,1078831,319 EAST 24 STREET,10010,Residential,236,236,236,16.275,0.069,16.275,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009290038,1020597,340 EAST 24 STREET,10010,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009290001,1084711,401 1 AVENUE,10010,Mixed-use,510,510,510,35.17,0.069,35.17,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009070010,1077022,213 EAST 26 STREET,10010,Residential,16,16,16,1.103,0.0689,1.103,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009050040,1019796,234 EAST 25 STREET,10010,Residential,30,30,30,2.069,0.069,2.069,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009300041,1081672,330 EAST 25 STREET,10010,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007440069,1013276,354 WEST 21 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007710075,1014099,232 8 AVENUE,10011,Mixed-use,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007720007,1014107,275 WEST 22 STREET,10011,Mixed-use,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007440031,1078522,311 WEST 20 STREET,10011,Residential,5,5,5,0.169,0.0338,0.169,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007450022,1013297,323 WEST 21 STREET,10011,Residential,3,3,3,0.101,0.0337,0.101,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007450028,1013302,311 WEST 21 STREET,10011,Residential,15,15,15,0.507,0.0338,0.507,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007450021,1013296,325 WEST 21 STREET,10011,Residential,19,19,19,0.642,0.0338,0.642,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007450046,1013314,314 WEST 22 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007450047,1013315,316 WEST 22 STREET,10011,Residential,6,6,6,0.203,0.0338,0.203,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007450019,1078510,329 WEST 21 STREET,10011,Residential,11,11,11,0.372,0.0338,0.372,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007440030,1013261,313 WEST 20 STREET,10011,Residential,2,2,2,0.068,0.034,0.068,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007450024,1013299,319 WEST 21 STREET,10011,Residential,20,20,20,0.676,0.0338,0.676,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007450010,1013287,349 WEST 21 STREET,10011,Residential,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007440003,1078512,170 9 AVENUE,10011,Mixed-use,55,55,55,1.86,0.0338,1.86,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1007440068,1013275,352 WEST 21 STREET,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
